"source_row_id","fips_county","county_name","max_dist_ped_icu_2009","mean_dist_ped_icu_2009","median_dist_ped_icu_2009","min_dist_ped_icu_2009"
"30","1059","Franklin County",33.14,23.51,20.03,15.45
"31","1061","Geneva County",47.26,37.8,37.5,29.78
"32","1063","Greene County",115.06,110.15,108.74,106.66
"33","1065","Hale County",106.57,97.71,98.19,88.82
"34","1067","Henry County",81.99,74.8,75.55,67.0
"35","1069","Houston County",64.51,56.95,57.52,50.02
"36","1071","Jackson County",57.05,51.2,50.95,42.03
"37","1073","Jefferson County",52.02,32.7,32.38,16.58
"38","1075","Lamar County",83.06,72.68,72.55,62.44
"39","1077","Lauderdale County",23.09,7.31,4.65,0.25
"40","1079","Lawrence County",23.38,17.05,18.34,10.94
"41","1081","Lee County",92.79,84.2,83.44,79.16
"42","1083","Limestone County",23.26,15.24,14.13,8.89
"43","1085","Lowndes County",104.96,99.0,97.92,95.19
"44","1087","Macon County",97.64,88.5,88.15,80.96
"45","1089","Madison County",36.7,24.08,24.13,13.83
"46","1091","Marengo County",125.71,119.03,117.95,114.51
"47","1093","Marion County",55.76,45.39,45.25,34.61
"48","1095","Marshall County",49.71,41.88,42.44,32.23
"49","1097","Mobile County",74.74,57.59,56.64,51.8
"50","1099","Monroe County",87.5,74.62,72.44,61.8
"51","1101","Montgomery County",97.07,86.7,86.26,81.29
"52","1103","Morgan County",23.6,7.66,5.46,0.11
"53","1105","Perry County",106.8,93.0,91.65,81.9
"54","1107","Pickens County",112.3,100.89,95.25,95.05
"55","1109","Pike County",86.72,79.39,79.72,71.9
"56","1111","Randolph County",62.11,54.03,53.56,45.24
"57","1113","Russell County",106.62,88.7,85.16,83.24
"58","1115","St. Clair County",18.4,9.73,9.65,2.43
"59","1117","Shelby County",48.35,35.18,36.39,18.47
"60","1119","Sumter County",115.69,110.09,113.42,100.8
"61","1121","Talladega County",31.03,21.14,21.07,9.06
"62","1123","Tallapoosa County",76.18,56.6,52.35,46.04
"63","1125","Tuscaloosa County",91.33,77.4,78.08,55.11
"64","1127","Walker County",63.02,53.09,53.34,45.38
"65","1129","Washington County",104.61,88.25,86.94,72.33
"66","1131","Wilcox County",116.44,105.64,105.79,97.8
"67","1133","Winston County",47.72,38.82,37.27,34.09
"68","2013","Aleutians East Borough","","","",""
"69","2016","Aleutians West Census Area","","","",""
"70","2020","Anchorage Municipality",25.77,21.16,21.32,10.78
"71","2050","Bethel Census Area",459.55,405.43,422.36,334.37
"72","2060","Bristol Bay Borough",311.86,311.86,311.86,311.86
"73","2068","Denali Borough",74.38,74.38,74.38,74.38
"74","2070","Dillingham Census Area",359.14,355.54,355.54,351.94
"75","2090","Fairbanks North Star Borough",31.39,6.87,3.43,0.37
"76","2100","Haines Borough",485.42,485.42,485.42,485.42
"77","2105","Hoonah-Angoon Census Area","","","",""
"78","2110","Juneau City and Borough","","","",""
"79","2122","Kenai Peninsula Borough",148.08,94.13,79.65,43.91
"80","2130","Ketchikan Gateway Borough","","","",""
"81","2150","Kodiak Island Borough",272.96,261.26,257.73,256.23
"82","2164","Lake and Peninsula Borough",319.5,319.5,319.5,319.5
"83","2170","Matanuska-Susitna Borough",79.03,37.65,31.82,29.03
"84","2180","Nome Census Area","","","",""
"85","2185","North Slope Borough",426.75,404.18,404.18,381.6
"86","2188","Northwest Arctic Borough",441.85,420.38,420.38,398.9
"87","2195","Petersburg Census Area","","","",""
"88","2198","Prince of Wales-Hyder Census Area","","","",""
"89","2220","Sitka City and Borough","","","",""
"90","2230","Skagway Municipality","","","",""
"91","2240","Southeast Fairbanks Census Area",176.95,116.93,91.22,82.6
"92","2261","Valdez-Cordova Census Area",148.83,121.35,123.53,91.7
"93","2270","Wade Hampton Census Area",498.84,498.84,498.84,498.84
"94","2275","Wrangell City and Borough","","","",""
"95","2282","Yakutat City and Borough",330.71,330.71,330.71,330.71
"96","2290","Yukon-Koyukuk Census Area",296.5,191.57,201.74,66.32
"97","4001","Apache County",165.33,139.76,139.52,119.07
"98","4003","Cochise County",101.06,72.49,66.34,39.88
"99","4005","Coconino County",123.84,33.0,8.83,0.24
"100","4007","Gila County",107.88,65.1,63.61,46.65
"101","4009","Graham County",82.45,76.45,77.05,67.17
"102","4011","Greenlee County",108.96,107.77,108.46,105.9
"103","4012","La Paz County",108.99,90.66,97.31,62.89
"104","4013","Maricopa County",65.59,15.12,14.27,0.47
"105","4015","Mohave County",116.64,89.31,81.19,57.04
"106","4017","Navajo County",130.33,95.44,100.68,53.99
"107","4019","Pima County",97.99,10.44,7.31,0.33
"108","4021","Pinal County",55.82,33.03,33.38,17.55
"109","4023","Santa Cruz County",62.96,56.3,60.42,44.68
"110","4025","Yavapai County",96.84,58.52,61.99,25.82
"111","4027","Yuma County",65.55,8.74,3.0,0.48
"112","5001","Arkansas County",102.76,96.01,96.5,85.09
"113","5003","Ashley County",58.69,43.15,43.87,34.58
"114","5005","Baxter County",84.19,75.22,75.27,68.07
"115","5007","Benton County",94.13,77.37,74.21,65.01
"116","5009","Boone County",68.54,61.9,63.5,54.18
"117","5011","Bradley County",62.51,58.05,60.57,47.44
"118","5013","Calhoun County",58.12,56.65,56.65,55.18
"119","5015","Carroll County",59.75,55.87,55.78,51.06
"120","5017","Chicot County",76.32,74.02,74.77,70.23
"121","5019","Clark County",95.01,89.78,91.86,80.41
"122","5021","Clay County",87.45,79.7,78.45,73.57
"123","5023","Cleburne County",119.11,114.69,114.56,107.49
"124","5025","Cleveland County",85.21,79.4,79.4,73.59
"125","5027","Columbia County",39.91,33.94,33.88,29.91
"126","5029","Conway County",143.48,138.23,140.46,130.1
"127","5031","Craighead County",66.31,58.83,59.6,49.45
"128","5033","Crawford County",131.66,126.07,127.22,116.22
"129","5035","Crittenden County",24.87,10.16,8.66,5.99
"130","5037","Cross County",52.9,41.75,41.8,30.06
"131","5039","Dallas County",85.19,78.31,77.92,71.82
"132","5041","Desha County",97.28,90.06,92.69,82.88
"133","5043","Drew County",76.45,69.89,68.34,66.0
"134","5045","Faulkner County",137.98,132.95,134.74,121.96
"135","5047","Franklin County",130.72,121.17,118.72,114.08
"136","5049","Fulton County",106.58,99.53,99.53,92.48
"137","5051","Garland County",130.12,118.08,117.53,112.41
"138","5053","Grant County",107.22,105.87,105.97,104.3
"139","5055","Greene County",75.35,69.77,67.81,66.39
"140","5057","Hempstead County",70.74,61.19,60.34,54.65
"141","5059","Hot Spring County",114.25,107.91,108.45,102.89
"142","5061","Howard County",87.33,77.95,75.15,71.38
"143","5063","Independence County",101.56,97.3,98.3,88.84
"144","5065","Izard County",112.86,104.17,105.17,93.49
"145","5067","Jackson County",84.19,76.27,76.25,69.14
"146","5069","Jefferson County",116.25,103.35,102.04,96.79
"147","5071","Johnson County",119.2,115.86,116.84,109.3
"148","5073","Lafayette County",44.44,37.34,37.34,30.25
"149","5075","Lawrence County",94.21,85.26,83.48,77.36
"150","5077","Lee County",56.07,49.94,51.95,39.79
"151","5079","Lincoln County",101.1,92.09,87.59,86.49
"152","5081","Little River County",64.85,59.64,59.14,55.44
"153","5083","Logan County",145.46,135.98,135.01,126.99
"154","5085","Lonoke County",117.03,110.77,111.75,99.82
"155","5087","Madison County",87.11,79.45,79.75,71.18
"156","5089","Marion County",74.85,68.8,69.5,62.04
"157","5091","Miller County",40.97,37.92,38.82,27.24
"158","5093","Mississippi County",56.01,46.66,52.01,27.5
"159","5095","Monroe County",78.76,72.89,72.51,67.41
"160","5097","Montgomery County",122.85,117.57,120.32,109.53
"161","5099","Nevada County",72.2,62.44,62.28,52.84
"162","5101","Newton County",85.68,80.38,80.38,75.08
"163","5103","Ouachita County",64.38,55.73,55.74,46.81
"164","5105","Perry County",150.07,149.42,149.17,149.01
"165","5107","Phillips County",73.32,58.36,54.34,52.92
"166","5109","Pike County",102.88,94.61,96.61,84.33
"167","5111","Poinsett County",58.26,43.29,44.34,33.08
"168","5113","Polk County",120.71,113.74,117.03,99.93
"169","5115","Pope County",133.04,126.8,128.26,115.28
"170","5117","Prairie County",91.49,87.09,85.65,84.13
"171","5119","Pulaski County",142.45,129.47,130.05,117.32
"172","5121","Randolph County",98.86,95.62,94.95,93.03
"173","5123","St. Francis County",52.56,42.06,42.95,28.25
"174","5125","Saline County",134.42,125.69,125.44,118.47
"175","5127","Scott County",144.96,140.02,140.57,134.53
"176","5129","Searcy County",98.58,91.55,91.07,85.0
"177","5131","Sebastian County",154.12,139.17,137.64,134.15
"178","5133","Sevier County",85.55,80.59,81.71,73.38
"179","5135","Sharp County",113.25,109.44,111.15,102.22
"180","5137","Stone County",111.38,108.0,108.0,104.62
"181","5139","Union County",43.27,33.3,33.74,24.09
"182","5141","Van Buren County",127.53,118.58,118.4,109.98
"183","5143","Washington County",107.06,88.44,87.5,77.94
"184","5145","White County",108.78,96.79,96.12,85.79
"185","5147","Woodruff County",74.34,69.63,69.63,64.92
"186","5149","Yell County",148.69,141.43,141.75,133.51
"187","6001","Alameda County",30.08,8.59,6.81,0.13
"188","6003","Alpine County",69.69,69.69,69.69,69.69
"189","6005","Amador County",35.52,28.87,28.68,22.41
"190","6007","Butte County",33.74,22.47,26.37,0.87
"191","6009","Calaveras County",57.71,46.04,41.29,37.7
"192","6011","Colusa County",30.78,26.27,29.34,19.97
"193","6013","Contra Costa County",35.8,15.73,14.37,5.36
"194","6015","Del Norte County",90.74,81.63,82.08,66.17
"195","6017","El Dorado County",67.57,29.33,20.51,3.34
"196","6019","Fresno County",58.25,10.43,6.5,0.53
"197","6021","Glenn County",37.95,32.65,34.56,21.82
"198","6023","Humboldt County",42.54,18.15,14.88,0.86
"199","6025","Imperial County",77.59,53.86,55.12,5.16
"200","6027","Inyo County",84.66,80.26,82.28,72.24
"201","6029","Kern County",103.86,66.25,67.58,37.63
"202","6031","Kings County",51.85,24.34,21.95,18.5
"203","6033","Lake County",69.35,63.29,62.73,57.46
"204","6035","Lassen County",100.64,91.53,91.42,79.16
"205","6037","Los Angeles County",44.94,7.8,6.71,0.02
"206","6039","Madera County",35.62,21.26,17.71,8.1
"207","6041","Marin County",32.43,15.54,14.78,5.84
"208","6043","Mariposa County",63.43,51.6,50.05,42.86
"209","6045","Mendocino County",98.22,82.87,82.31,66.07
"210","6047","Merced County",66.86,53.28,51.73,36.6
"211","6049","Modoc County",113.31,89.05,92.09,58.7
"212","6051","Mono County",87.83,78.89,78.89,69.95
"213","6053","Monterey County",90.67,51.98,49.87,33.57
"214","6055","Napa County",56.93,38.79,35.66,25.58
"215","6057","Nevada County",70.89,37.33,34.64,26.55
"216","6059","Orange County",27.37,8.18,7.52,0.33
"217","6061","Placer County",72.03,21.3,12.7,4.9
"218","6063","Plumas County",73.48,64.02,64.7,55.74
"219","6065","Riverside County",85.34,18.88,10.64,0.14
"220","6067","Sacramento County",40.22,15.51,16.23,0.69
"221","6069","San Benito County",54.64,47.11,46.98,41.03
"222","6071","San Bernardino County",112.9,22.18,14.5,2.55
"223","6073","San Diego County",55.09,15.4,15.17,0.65
"224","6075","San Francisco County",4.79,1.69,1.58,0.11
"225","6077","San Joaquin County",61.06,47.19,47.87,33.85
"226","6079","San Luis Obispo County",106.78,79.42,77.78,56.69
"227","6081","San Mateo County",16.85,7.63,7.85,0.84
"228","6083","Santa Barbara County",57.37,24.46,21.22,0.19
"229","6085","Santa Clara County",34.03,7.54,6.41,0.49
"230","6087","Santa Cruz County",32.14,24.89,25.02,12.71
"231","6089","Shasta County",63.57,51.89,51.88,25.45
"232","6091","Sierra County",69.78,69.78,69.78,69.78
"233","6093","Siskiyou County",61.46,30.89,32.46,0.1
"234","6095","Solano County",45.62,29.69,32.54,17.97
"235","6097","Sonoma County",77.02,46.36,46.89,31.66
"236","6099","Stanislaus County",71.76,60.25,60.14,47.65
"237","6101","Sutter County",27.16,17.14,16.51,6.99
"238","6103","Tehama County",68.26,58.21,60.44,45.02
"239","6105","Trinity County",49.45,46.1,47.0,40.95
"240","6107","Tulare County",33.87,12.07,9.73,0.57
"241","6109","Tuolumne County",71.43,65.26,65.35,60.38
"242","6111","Ventura County",36.71,25.97,27.66,10.18
"243","6113","Yolo County",48.52,32.43,33.53,20.85
"244","6115","Yuba County",27.98,20.58,20.42,14.95
"245","8001","Adams County",29.1,9.14,8.59,0.35
"246","8003","Alamosa County",88.65,85.21,86.32,79.54
"247","8005","Arapahoe County",32.55,4.22,3.56,0.22
"248","8007","Archuleta County",128.42,125.63,125.27,123.55
"249","8009","Baca County",135.8,129.92,129.92,124.05
"250","8011","Bent County",80.61,80.61,80.61,80.61
"251","8013","Boulder County",16.22,8.09,8.53,0.26
"252","8014","Broomfield County","","","",""
"253","8015","Chaffee County",83.11,79.59,79.13,76.99
"254","8017","Cheyenne County",122.36,122.36,122.36,122.36
"255","8019","Clear Creek County",29.03,24.83,23.14,22.32
"256","8021","Conejos County",102.09,100.71,101.39,98.65
"257","8023","Costilla County",86.53,79.37,79.37,72.22
"258","8025","Crowley County",42.67,42.67,42.67,42.67
"259","8027","Custer County",41.2,41.2,41.2,41.2
"260","8029","Delta County",53.76,40.77,36.82,34.58
"261","8031","Denver County",7.7,2.52,2.5,0.21
"262","8033","Dolores County",94.03,94.03,94.03,94.03
"263","8035","Douglas County",22.5,6.7,5.23,0.93
"264","8037","Eagle County",58.47,37.38,34.44,29.32
"265","8039","Elbert County",51.14,27.39,22.97,15.17
"266","8041","El Paso County",45.7,41.3,42.35,28.89
"267","8043","Fremont County",57.09,35.17,35.45,25.24
"268","8045","Garfield County",62.67,56.83,61.33,36.75
"269","8047","Gilpin County",15.74,15.74,15.74,15.74
"270","8049","Grand County",26.9,14.34,14.34,1.78
"271","8051","Gunnison County",97.31,88.35,91.51,73.06
"272","8053","Hinsdale County",102.03,102.03,102.03,102.03
"273","8055","Huerfano County",52.19,44.61,42.71,38.94
"274","8057","Jackson County",44.3,44.3,44.3,44.3
"275","8059","Jefferson County",20.62,7.22,6.44,1.2
"276","8061","Kiowa County",105.56,105.56,105.56,105.56
"277","8063","Kit Carson County",91.16,86.28,89.76,77.91
"278","8065","Lake County",61.39,56.99,55.98,53.6
"279","8067","La Plata County",138.77,132.05,130.22,126.67
"280","8069","Larimer County",26.32,6.67,3.93,0.1
"281","8071","Las Animas County",77.9,73.43,73.79,68.67
"282","8073","Lincoln County",80.16,73.58,73.58,67.0
"283","8075","Logan County",38.53,33.73,37.13,15.61
"284","8077","Mesa County",28.19,4.88,3.52,0.49
"285","8079","Mineral County",125.16,125.16,125.16,125.16
"286","8081","Moffat County",92.55,74.83,70.25,68.45
"287","8083","Montezuma County",130.22,119.5,120.53,112.17
"288","8085","Montrose County",58.3,55.18,56.59,46.19
"289","8087","Morgan County",14.09,5.53,4.37,0.14
"290","8089","Otero County",61.4,51.54,50.58,33.5
"291","8091","Ouray County",79.18,79.18,79.18,79.18
"292","8093","Park County",59.11,44.06,52.01,26.44
"293","8095","Phillips County",39.85,36.92,36.92,34.0
"294","8097","Pitkin County",67.35,63.68,63.63,60.1
"295","8099","Prowers County",135.54,115.66,109.36,106.68
"296","8101","Pueblo County",23.76,4.99,3.57,0.39
"297","8103","Rio Blanco County",73.7,71.71,71.71,69.72
"298","8105","Rio Grande County",108.9,99.57,98.1,93.19
"299","8107","Routt County",54.8,39.55,36.95,26.61
"300","8109","Saguache County",87.54,80.62,80.62,73.7
"301","8111","San Juan County",100.9,100.9,100.9,100.9
"302","8113","San Miguel County",87.7,78.65,78.65,69.6
"303","8115","Sedgwick County",35.89,35.89,35.89,35.89
"304","8117","Summit County",43.95,37.47,36.68,32.55
"305","8119","Teller County",48.61,42.61,41.8,37.61
"306","8121","Washington County",43.17,36.72,36.72,30.27
"307","8123","Weld County",23.93,7.66,2.62,0.39
"308","8125","Yuma County",59.72,52.62,52.62,45.53
"309","9001","Fairfield County",31.63,10.43,11.11,0.16
"310","9003","Hartford County",20.71,6.34,5.16,0.27
"311","9005","Litchfield County",36.45,21.95,19.57,11.29
"312","9007","Middlesex County",23.58,8.48,4.42,0.27
"313","9009","New Haven County",20.58,8.45,7.48,0.26
"314","9011","New London County",43.25,30.56,30.87,15.56
"315","9013","Tolland County",25.05,17.81,17.23,11.27
"316","9015","Windham County",34.1,26.17,26.25,17.91
"317","10001","Kent County",36.63,30.59,32.49,17.07
"318","10003","New Castle County",25.15,4.57,3.46,0.54
"319","10005","Sussex County",29.99,17.06,18.54,0.83
"320","11001","District of Columbia",8.47,4.34,4.33,0.32
"321","12001","Alachua County",18.02,5.84,4.46,0.51
"322","12003","Baker County",47.33,45.94,46.38,43.67
"323","12005","Bay County",65.32,43.82,42.94,33.3
"324","12007","Bradford County",31.19,25.54,26.1,18.77
"325","12009","Brevard County",48.38,36.06,35.85,15.71
"326","12011","Broward County",27.02,19.97,20.32,12.65
"327","12013","Calhoun County",41.66,35.66,33.07,32.25
"328","12015","Charlotte County",35.51,28.43,28.99,18.29
"329","12017","Citrus County",57.04,52.73,53.64,44.95
"330","12019","Clay County",53.21,44.62,46.54,23.39
"331","12021","Collier County",49.7,33.44,32.04,22.33
"332","12023","Columbia County",45.99,39.89,41.01,29.86
"333","12027","DeSoto County",42.12,38.84,39.65,33.36
"334","12029","Dixie County",45.08,43.86,43.86,42.64
"335","12031","Duval County",76.45,62.89,63.17,50.13
"336","12033","Escambia County",34.32,6.44,4.86,0.18
"337","12035","Flagler County",28.42,24.42,25.71,17.88
"338","12037","Franklin County",64.58,55.05,58.14,42.44
"339","12039","Gadsden County",18.05,7.54,7.34,1.47
"340","12041","Gilchrist County",32.6,29.61,29.61,26.62
"341","12043","Glades County",51.49,47.11,50.93,38.9
"342","12045","Gulf County",68.14,62.1,67.15,51.0
"343","12047","Hamilton County",70.36,64.34,67.15,55.52
"344","12049","Hardee County",44.65,39.1,38.39,34.99
"345","12051","Hendry County",51.69,39.96,42.44,27.8
"346","12053","Hernando County",45.04,37.25,36.46,32.91
"347","12055","Highlands County",63.34,56.9,56.93,50.61
"348","12057","Hillsborough County",19.87,6.5,5.66,0.23
"349","12059","Holmes County",33.62,25.99,26.73,16.88
"350","12061","Indian River County",12.11,4.95,4.37,0.68
"351","12063","Jackson County",48.1,40.92,43.45,24.55
"352","12065","Jefferson County",24.79,21.53,21.53,18.27
"353","12067","Lafayette County",61.85,57.55,57.55,53.26
"354","12069","Lake County",42.56,29.38,29.09,19.24
"355","12071","Lee County",25.45,9.22,7.82,0.47
"356","12073","Leon County",11.17,4.33,3.64,0.85
"357","12075","Levy County",45.21,30.88,31.35,18.45
"358","12077","Liberty County",26.07,23.5,23.5,20.94
"359","12079","Madison County",55.78,49.59,51.66,37.35
"360","12081","Manatee County",38.94,32.89,33.11,24.83
"361","12083","Marion County",48.18,35.95,35.49,19.08
"362","12085","Martin County",34.08,31.0,31.47,22.03
"363","12086","Miami-Dade County",27.05,7.27,6.6,0.34
"364","12087","Monroe County",126.72,91.07,95.17,32.98
"365","12089","Nassau County",88.86,79.07,81.25,65.54
"366","12091","Okaloosa County",35.03,29.99,31.0,21.94
"367","12093","Okeechobee County",41.21,37.87,38.59,31.83
"368","12095","Orange County",19.49,6.1,5.33,0.2
"369","12097","Osceola County",34.07,18.24,16.59,12.99
"370","12099","Palm Beach County",29.48,9.55,8.7,0.24
"371","12101","Pasco County",34.54,24.91,24.83,14.83
"372","12103","Pinellas County",24.53,18.62,18.81,11.99
"373","12105","Polk County",51.9,29.06,28.62,15.82
"374","12107","Putnam County",45.18,36.55,40.51,20.31
"375","12109","St. Johns County",70.01,52.61,50.53,43.17
"376","12111","St. Lucie County",28.89,19.85,19.78,8.05
"377","12113","Santa Rosa County",30.01,15.59,13.57,8.29
"378","12115","Sarasota County",51.59,43.39,43.5,35.92
"379","12117","Seminole County",19.63,10.65,9.61,4.54
"380","12119","Sumter County",47.72,45.01,44.64,40.83
"381","12121","Suwannee County",64.17,56.17,59.04,40.98
"382","12123","Taylor County",56.02,45.08,46.74,31.67
"383","12125","Union County",30.8,26.63,25.38,23.72
"384","12127","Volusia County",26.21,11.29,8.16,0.69
"385","12129","Wakulla County",28.8,20.73,19.64,14.82
"386","12131","Walton County",21.39,11.46,10.31,5.42
"387","12133","Washington County",35.16,28.43,29.2,20.94
"388","13001","Appling County",79.88,74.5,74.35,69.99
"389","13003","Atkinson County",107.7,101.53,101.85,95.05
"390","13005","Bacon County",88.91,86.06,86.06,83.22
"391","13007","Baker County",53.15,51.78,51.78,50.41
"392","13009","Baldwin County",33.07,28.72,28.57,24.42
"393","13011","Banks County",69.33,68.15,68.47,66.34
"394","13013","Barrow County",54.91,48.09,48.35,43.0
"395","13015","Bartow County",27.39,21.46,21.84,14.31
"396","13017","Ben Hill County",81.18,78.93,79.82,74.2
"397","13019","Berrien County",89.83,81.61,80.82,75.61
"398","13021","Bibb County",8.69,3.37,2.74,0.39
"399","13023","Bleckley County",36.25,34.6,33.82,33.73
"400","13025","Brantley County",86.88,77.35,76.59,68.57
"401","13027","Brooks County",57.22,48.79,47.99,43.04
"402","13029","Bryan County",27.91,21.56,21.56,15.22
"403","13031","Bulloch County",60.01,48.17,49.09,33.62
"404","13033","Burke County",86.43,82.98,83.17,77.15
"405","13035","Butts County",38.54,37.36,37.25,36.39
"406","13037","Calhoun County",66.51,66.41,66.41,66.31
"407","13039","Camden County",90.82,87.14,89.6,76.78
"408","13043","Candler County",63.8,61.53,63.22,57.57
"409","13045","Carroll County",44.78,33.46,33.62,23.58
"410","13047","Catoosa County",48.53,45.42,45.05,42.65
"411","13049","Charlton County",86.53,75.95,75.95,65.38
"412","13051","Chatham County",14.2,4.06,2.98,0.42
"413","13053","Chattahoochee County",83.09,79.18,79.18,75.26
"414","13055","Chattooga County",23.09,18.82,18.41,15.89
"415","13057","Cherokee County",41.91,29.79,28.57,24.04
"416","13059","Clarke County",71.13,66.39,66.21,60.5
"417","13061","Clay County",80.63,76.28,76.28,71.93
"418","13063","Clayton County",23.14,14.81,14.51,8.84
"419","13065","Clinch County",98.27,95.03,95.03,91.78
"420","13067","Cobb County",24.1,14.75,14.08,4.37
"421","13069","Coffee County",105.47,100.32,100.08,92.63
"422","13071","Colquitt County",66.72,58.8,58.62,53.74
"423","13073","Columbia County",83.48,73.79,72.75,68.22
"424","13075","Cook County",73.95,69.64,68.95,66.73
"425","13077","Coweta County",36.04,28.84,29.84,20.57
"426","13079","Crawford County",24.22,20.98,20.98,17.74
"427","13081","Crisp County",66.84,62.05,61.37,58.81
"428","13083","Dade County",49.45,46.92,46.23,45.08
"429","13085","Dawson County",52.97,51.71,51.71,50.46
"430","13087","Decatur County",27.38,21.47,23.55,13.2
"431","13089","DeKalb County",24.55,15.62,15.75,9.71
"432","13091","Dodge County",61.94,52.47,51.25,40.89
"433","13093","Dooly County",52.11,46.73,47.44,40.64
"434","13095","Dougherty County",76.54,72.93,73.53,67.66
"435","13097","Douglas County",21.13,13.52,13.45,7.76
"436","13099","Early County",62.17,56.9,57.91,49.66
"437","13101","Echols County",78.11,74.45,74.45,70.78
"438","13103","Effingham County",34.88,23.93,22.45,17.07
"439","13105","Elbert County",56.97,54.62,55.39,49.07
"440","13107","Emanuel County",80.76,75.41,76.36,67.71
"441","13109","Evans County",49.94,48.73,49.22,47.03
"442","13111","Fannin County",38.6,32.3,32.08,27.86
"443","13113","Fayette County",30.34,22.04,21.5,14.9
"444","13115","Floyd County",11.61,4.36,4.07,0.11
"445","13117","Forsyth County",47.58,39.7,38.75,31.86
"446","13119","Franklin County",60.34,54.92,55.93,47.47
"447","13121","Fulton County",28.6,9.76,7.86,0.58
"448","13123","Gilmer County",48.7,44.95,44.92,40.53
"449","13125","Glascock County",65.82,65.82,65.82,65.82
"450","13127","Glynn County",66.61,62.39,62.61,58.25
"451","13129","Gordon County",29.77,22.6,23.04,14.96
"452","13131","Grady County",37.09,28.44,28.63,19.29
"453","13133","Greene County",63.42,58.35,58.68,53.14
"454","13135","Gwinnett County",42.18,27.74,26.81,19.68
"455","13137","Habersham County",71.69,65.96,66.35,59.23
"456","13139","Hall County",63.43,53.46,53.78,43.28
"457","13141","Hancock County",57.61,48.7,49.07,39.42
"458","13143","Haralson County",38.16,33.64,33.9,28.58
"459","13145","Harris County",78.54,70.89,69.46,66.12
"460","13147","Hart County",53.13,46.0,45.98,41.5
"461","13149","Heard County",51.5,46.68,44.88,43.66
"462","13151","Henry County",35.98,26.25,27.14,18.13
"463","13153","Houston County",32.19,18.24,16.04,12.79
"464","13155","Irwin County",88.88,86.01,86.01,83.13
"465","13157","Jackson County",68.52,62.53,62.05,52.16
"466","13159","Jasper County",42.56,35.69,37.14,25.93
"467","13161","Jeff Davis County",92.63,89.67,89.05,87.32
"468","13163","Jefferson County",77.93,72.83,71.43,70.53
"469","13165","Jenkins County",73.5,72.34,72.34,71.19
"470","13167","Johnson County",62.93,55.91,54.66,50.14
"471","13169","Jones County",16.32,11.34,12.79,5.99
"472","13171","Lamar County",37.28,34.82,34.89,32.27
"473","13173","Lanier County",84.04,81.98,81.98,79.92
"474","13175","Laurens County",58.5,47.51,47.43,37.09
"475","13177","Lee County",82.66,78.65,78.89,74.15
"476","13179","Liberty County",35.79,32.1,32.5,23.58
"477","13181","Lincoln County",74.29,71.73,71.73,69.17
"478","13183","Long County",42.53,41.76,41.76,40.99
"479","13185","Lowndes County",71.3,64.83,64.51,59.66
"480","13187","Lumpkin County",64.41,61.56,61.31,58.96
"481","13189","McDuffie County",83.21,80.51,80.55,78.17
"482","13191","McIntosh County",48.91,42.73,42.69,36.58
"483","13193","Macon County",46.47,40.76,42.52,31.56
"484","13195","Madison County",72.46,67.02,66.73,59.84
"485","13197","Marion County",63.39,60.87,60.87,58.36
"486","13199","Meriwether County",59.27,50.33,51.38,40.82
"487","13201","Miller County",44.51,42.53,41.7,41.38
"488","13205","Mitchell County",62.45,51.34,50.2,43.61
"489","13207","Monroe County",25.71,21.31,23.48,14.76
"490","13209","Montgomery County",83.11,78.98,77.31,76.52
"491","13211","Morgan County",57.91,52.51,52.76,46.34
"492","13213","Murray County",41.94,37.88,39.11,31.03
"493","13215","Muscogee County",83.03,79.71,80.33,68.75
"494","13217","Newton County",44.67,38.35,37.8,33.48
"495","13219","Oconee County",67.7,62.42,62.77,57.75
"496","13221","Oglethorpe County",75.25,71.63,71.81,67.84
"497","13223","Paulding County",27.55,21.24,19.9,17.03
"498","13225","Peach County",25.52,22.5,24.08,15.21
"499","13227","Pickens County",50.43,43.75,43.63,36.4
"500","13229","Pierce County",86.74,81.64,82.31,75.19
"501","13231","Pike County",47.31,43.37,43.11,39.96
"502","13233","Polk County",20.19,18.2,18.88,15.48
"503","13235","Pulaski County",45.28,41.33,39.94,38.76
"504","13237","Putnam County",41.29,36.73,37.64,31.26
"505","13239","Quitman County",95.97,94.17,94.17,92.37
"506","13241","Rabun County",58.73,56.74,55.98,55.49
"507","13243","Randolph County",83.41,83.26,83.26,83.12
"508","13245","Richmond County",79.88,70.2,69.43,65.78
"509","13247","Rockdale County",32.33,29.15,29.1,24.42
"510","13249","Schley County",57.93,56.91,56.91,55.89
"511","13251","Screven County",66.76,57.54,58.06,46.07
"512","13253","Seminole County",37.85,33.76,35.19,28.24
"513","13255","Spalding County",41.02,36.19,36.3,30.46
"514","13257","Stephens County",54.73,52.96,53.91,49.27
"515","13259","Stewart County",88.29,84.66,86.31,79.4
"516","13261","Sumter County",69.55,63.3,63.05,55.74
"517","13263","Talbot County",57.48,55.89,56.1,54.08
"518","13265","Taliaferro County",66.84,66.84,66.84,66.84
"519","13267","Tattnall County",62.09,56.03,56.54,48.93
"520","13269","Taylor County",41.37,37.17,36.86,33.3
"521","13271","Telfair County",82.82,74.33,72.99,68.5
"522","13273","Terrell County",84.21,81.9,82.24,78.92
"523","13275","Thomas County",44.06,35.9,35.2,28.97
